run_name,config_path,mode,output_dir,eval_dataset,eval_dataset_config,model,backend,gating,tau_r,reuse_signal,task_type,positional_cache,positional_horizon,positional_budget,candidate_policy,remask,method,note,accuracy,tps,nfe,cache_hit_rate,agreement_rate,draft_accept_rate,frontier_accept_rate,frontier_reject_rate,mean_frontier_size,verifier_call_rate,verifier_skips,self_accept_events,draft_microsteps,drafter_cache_resets,effective_flops,reuse_mean_safe,reuse_mean_js,access_rate,access_mandatory_rate,access_optional_rate,access_budget_utilization,access_effective_budget,access_next_h_precision,access_next_h_recall,access_next_h_f1,access_next_h_spec_precision,access_next_h_spec_recall,access_next_h_spec_f1,mean_boundary_depth,boundary_distribution,total_samples,host,git_commit,cache_invalidation_rate
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau0.5_lossy,routing=soft,tau_r=0.1,tau_pi=0.5,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.700000,57.803,91,0.000000,0.925993,0.925993,0.840425,0.159575,6.870834,0.754301,0.000,0.000,17.200,0.300,0.355547,0.925993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau1.0_lossless,routing=lossless,tau_r=0.1,tau_pi=1.0,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.800000,58.166,121,0.000000,0.918210,0.918210,0.780926,0.219074,9.376667,0.900907,0.000,0.000,9.700,0.700,0.473027,0.918210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau1.0_lossy,routing=soft,tau_r=0.1,tau_pi=1.0,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.900000,44.557,123,0.000000,0.919403,0.919403,0.889843,0.110157,12.354722,0.834104,0.000,0.000,17.400,0.200,0.483164,0.919403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/notrain,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,Speculative-AOAE,"routing=soft,tau_r=0.1,tau_pi=1.0,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",1.000000,75.651,61,0.000000,0.985646,0.985646,0.966183,0.033817,16.456773,0.476860,0.000,0.000,34.600,0.200,0.241836,0.985646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"{""0"": 817}",10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,fast_dllm,"fast_dllm,remask=on",0.700000,63.107,122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,llada21_quality_anyorder,"llada21_quality_anyorder,remask=on",0.100000,222.596,67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,llada21_quality_mode,"llada21_quality_mode,remask=on",0.800000,77.765,105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,llada21_speed_anyorder,"llada21_speed_anyorder,remask=on",0.300000,241.051,62,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_gsm8k,configs/eval_gsm8k.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/gsm8k/trained,openai/gsm8k,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,llada21_speed_mode,"llada21_speed_mode,remask=on",0.700000,87.388,82,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau0.5_lossless,routing=lossless,tau_r=0.1,tau_pi=0.5,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.500000,136.224,59,0.000000,0.947205,0.947205,0.899904,0.100096,10.690992,0.650231,0.000,0.000,18.200,0.100,0.230742,0.947205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau0.5_lossy,routing=soft,tau_r=0.1,tau_pi=0.5,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.500000,111.077,61,0.000000,0.952922,0.952922,0.867185,0.132815,12.456389,0.621799,0.000,0.000,22.800,0.400,0.241719,0.952922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau1.0_lossless,routing=lossless,tau_r=0.1,tau_pi=1.0,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.100000,80.993,104,0.000000,0.925328,0.925328,0.880751,0.119249,13.397262,0.753580,0.000,0.000,13.600,0.500,0.406875,0.925328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau1.0_lossy,routing=soft,tau_r=0.1,tau_pi=1.0,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.500000,83.625,89,0.000000,0.911069,0.911069,0.846303,0.153697,16.016541,0.793488,0.000,0.000,14.200,0.600,0.348320,0.911069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/notrain,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,Speculative-AOAE,"routing=soft,tau_r=0.1,tau_pi=1.0,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.400000,124.283,50,0.000000,0.964034,0.964034,0.961673,0.038327,20.778659,0.495379,0.000,0.000,32.100,0.200,0.198574,0.964034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"{""0"": 684}",10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,fast_dllm,"fast_dllm,remask=on",0.200000,81.630,122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,llada21_quality_anyorder,"llada21_quality_anyorder,remask=on",0.200000,226.384,66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,llada21_quality_mode,"llada21_quality_mode,remask=on",0.500000,150.347,75,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,llada21_speed_anyorder,"llada21_speed_anyorder,remask=on",0.400000,252.783,59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_humaneval,configs/eval_humaneval.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/humaneval/trained,openai/openai_humaneval,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,code,off,4,32,learned_topb,on,llada21_speed_mode,"llada21_speed_mode,remask=on",0.300000,160.841,67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_math500,configs/eval_math500.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/math500/trained,HuggingFaceH4/MATH-500,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau0.5_lossless,routing=lossless,tau_r=0.1,tau_pi=0.5,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.400000,93.673,104,0.000000,0.915956,0.915956,0.877354,0.122646,9.763095,0.776428,0.000,0.000,18.100,0.600,0.407168,0.915956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
eval_math500,configs/eval_math500.yaml,speculative,/n/netscratch/ydu_lab/Lab/pranavsitaraman/Efficient-dLLM-Inference/outputs/paper_final/math500/trained,HuggingFaceH4/MATH-500,,inclusionAI/LLaDA2.1-mini,dual,hard+soft (speculative),0.1000,argmax_match,math,off,4,32,learned_topb,on,Speculative-AOAE,"point=qbal_tau0.5_lossy,routing=soft,tau_r=0.1,tau_pi=0.5,budget=8,micros=3,agree_thr=0.92,unmask=0.125,reuse=argmax_match,pc=off,sched=aoae,remask=on",0.600000,102.789,86,0.000000,0.905970,0.905970,0.871493,0.128507,9.045476,0.739627,0.000,0.000,17.100,0.600,0.338613,0.905970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,{},10,holygpu8a11203.rc.fas.harvard.edu,9cc984e89e72694739d20a9a64826b63588a0d85,0.000000
